,instrumentToken,instrumentName,name,lastPrice,expiry,strike,tickSize,lotSize,instrumentType,segment,exchange,isin,multiplier,exchangeToken,optionType
3211,65160,NIFTY,,447.05,30DEC21,18250.0,0.05,50,OI,FO,NSE,,1,72540,PE
3212,65161,NIFTY,,304.25,30DEC21,18300.0,0.05,50,OI,FO,NSE,,1,72541,CE
3213,65162,NIFTY,,467.6,30DEC21,18300.0,0.05,50,OI,FO,NSE,,1,72542,PE
3214,65163,NIFTY,,285.2,30DEC21,18350.0,0.05,50,OI,FO,NSE,,1,72543,CE
3215,65164,NIFTY,,500.35,30DEC21,18350.0,0.05,50,OI,FO,NSE,,1,72544,PE
3216,65178,NIFTY,,262.3,30DEC21,18400.0,0.05,50,OI,FO,NSE,,1,72545,CE
3217,65179,NIFTY,,529.55,30DEC21,18400.0,0.05,50,OI,FO,NSE,,1,72546,PE
3218,65180,NIFTY,,238.65,30DEC21,18450.0,0.05,50,OI,FO,NSE,,1,72547,CE
3219,65181,NIFTY,,576.65,30DEC21,18450.0,0.05,50,OI,FO,NSE,,1,72548,PE
3220,22068,NIFTY,,218.85,30DEC21,18500.0,0.05,50,OI,FO,NSE,,1,40994,CE
3221,22069,NIFTY,,585.9,30DEC21,18500.0,0.05,50,OI,FO,NSE,,1,40995,PE
3222,65182,NIFTY,,210.55,30DEC21,18550.0,0.05,50,OI,FO,NSE,,1,72549,CE
3223,65184,NIFTY,,631.2,30DEC21,18550.0,0.05,50,OI,FO,NSE,,1,72550,PE
3224,65185,NIFTY,,189.05,30DEC21,18600.0,0.05,50,OI,FO,NSE,,1,72551,CE
3225,65186,NIFTY,,651.2,30DEC21,18600.0,0.05,50,OI,FO,NSE,,1,72552,PE
3226,65187,NIFTY,,174.9,30DEC21,18650.0,0.05,50,OI,FO,NSE,,1,72553,CE
3227,65188,NIFTY,,691.65,30DEC21,18650.0,0.05,50,OI,FO,NSE,,1,72554,PE
3228,65189,NIFTY,,154.0,30DEC21,18700.0,0.05,50,OI,FO,NSE,,1,72555,CE
3229,65190,NIFTY,,705.8,30DEC21,18700.0,0.05,50,OI,FO,NSE,,1,72556,PE
3230,65191,NIFTY,,140.1,30DEC21,18750.0,0.05,50,OI,FO,NSE,,1,72557,CE
3231,65192,NIFTY,,801.75,30DEC21,18750.0,0.05,50,OI,FO,NSE,,1,72558,PE
3232,65193,NIFTY,,128.6,30DEC21,18800.0,0.05,50,OI,FO,NSE,,1,72559,CE
3233,65194,NIFTY,,790.0,30DEC21,18800.0,0.05,50,OI,FO,NSE,,1,72803,PE
3234,65195,NIFTY,,118.45,30DEC21,18850.0,0.05,50,OI,FO,NSE,,1,72804,CE
3235,65196,NIFTY,,815.0,30DEC21,18850.0,0.05,50,OI,FO,NSE,,1,72805,PE
3236,65197,NIFTY,,107.8,30DEC21,18900.0,0.05,50,OI,FO,NSE,,1,72806,CE
3237,65198,NIFTY,,886.85,30DEC21,18900.0,0.05,50,OI,FO,NSE,,1,72807,PE
3238,65199,NIFTY,,97.45,30DEC21,18950.0,0.05,50,OI,FO,NSE,,1,72808,CE
3239,65200,NIFTY,,910.85,30DEC21,18950.0,0.05,50,OI,FO,NSE,,1,72809,PE
3240,14854,NIFTY,,90.4,30DEC21,19000.0,0.05,50,OI,FO,NSE,,1,39946,CE
3241,14855,NIFTY,,940.0,30DEC21,19000.0,0.05,50,OI,FO,NSE,,1,39947,PE
3242,65201,NIFTY,,82.85,30DEC21,19050.0,0.05,50,OI,FO,NSE,,1,72810,CE
3243,65202,NIFTY,,943.1,30DEC21,19050.0,0.05,50,OI,FO,NSE,,1,72811,PE
3244,65203,NIFTY,,75.3,30DEC21,19100.0,0.05,50,OI,FO,NSE,,1,72812,CE
3245,65204,NIFTY,,1061.1,30DEC21,19100.0,0.05,50,OI,FO,NSE,,1,72815,PE
3246,13518,NIFTY,,69.45,30DEC21,19150.0,0.05,50,OI,FO,NSE,,1,37131,CE
3247,14031,NIFTY,,1179.65,30DEC21,19150.0,0.05,50,OI,FO,NSE,,1,37132,PE
3248,14034,NIFTY,,62.45,30DEC21,19200.0,0.05,50,OI,FO,NSE,,1,37133,CE
3249,14037,NIFTY,,1118.85,30DEC21,19200.0,0.05,50,OI,FO,NSE,,1,37140,PE
3250,2266,NIFTY,,336.65,30DEC21,19250.0,0.05,50,OI,FO,NSE,,1,38976,CE
3251,2332,NIFTY,,1591.0,30DEC21,19250.0,0.05,50,OI,FO,NSE,,1,38982,PE
3252,5248,NIFTY,,52.9,30DEC21,19300.0,0.05,50,OI,FO,NSE,,1,38983,CE
3253,5360,NIFTY,,1390.0,30DEC21,19300.0,0.05,50,OI,FO,NSE,,1,38984,PE
3254,24506,NIFTY,,49.65,30DEC21,19350.0,0.05,50,OI,FO,NSE,,1,36174,CE
3255,24514,NIFTY,,1598.7,30DEC21,19350.0,0.05,50,OI,FO,NSE,,1,36175,PE
3256,24536,NIFTY,,45.45,30DEC21,19400.0,0.05,50,OI,FO,NSE,,1,36206,CE
3257,24543,NIFTY,,1482.85,30DEC21,19400.0,0.05,50,OI,FO,NSE,,1,36207,PE
3258,23398,NIFTY,,51.75,30DEC21,19450.0,0.05,50,OI,FO,NSE,,1,45391,CE
3259,23399,NIFTY,,1634.0,30DEC21,19450.0,0.05,50,OI,FO,NSE,,1,45392,PE
3260,133856,NIFTY,,40.1,30DEC21,19500.0,0.05,50,OI,FO,NSE,,1,36648,CE
3261,133857,NIFTY,,1401.0,30DEC21,19500.0,0.05,50,OI,FO,NSE,,1,36649,PE
3262,31387,NIFTY,,37.5,30DEC21,19550.0,0.05,50,OI,FO,NSE,,1,48324,CE
3263,31388,NIFTY,,1543.95,30DEC21,19550.0,0.05,50,OI,FO,NSE,,1,48325,PE
3264,31390,NIFTY,,35.1,30DEC21,19600.0,0.05,50,OI,FO,NSE,,1,48330,CE
3265,31403,NIFTY,,1581.5,30DEC21,19600.0,0.05,50,OI,FO,NSE,,1,48331,PE
3266,31404,NIFTY,,28.4,30DEC21,19650.0,0.05,50,OI,FO,NSE,,1,48359,CE
3267,31405,NIFTY,,1619.4,30DEC21,19650.0,0.05,50,OI,FO,NSE,,1,48361,PE
3268,39839,NIFTY,,31.4,30DEC21,19700.0,0.05,50,OI,FO,NSE,,1,51391,CE
3269,39840,NIFTY,,1897.15,30DEC21,19700.0,0.05,50,OI,FO,NSE,,1,51405,PE
3270,39841,NIFTY,,298.2,30DEC21,19750.0,0.05,50,OI,FO,NSE,,1,51406,CE
3271,39842,NIFTY,,1555.65,30DEC21,19750.0,0.05,50,OI,FO,NSE,,1,51407,PE
3272,39843,NIFTY,,29.05,30DEC21,19800.0,0.05,50,OI,FO,NSE,,1,51408,CE
3273,39844,NIFTY,,1593.6,30DEC21,19800.0,0.05,50,OI,FO,NSE,,1,51409,PE
3274,39845,NIFTY,,27.45,30DEC21,19850.0,0.05,50,OI,FO,NSE,,1,51412,CE
3275,39846,NIFTY,,1631.9,30DEC21,19850.0,0.05,50,OI,FO,NSE,,1,51413,PE
3276,20798,NIFTY,,27.2,30DEC21,19900.0,0.05,50,OI,FO,NSE,,1,43278,CE
3277,20799,NIFTY,,2088.85,30DEC21,19900.0,0.05,50,OI,FO,NSE,,1,43280,PE
3278,20807,NIFTY,,26.6,30DEC21,19950.0,0.05,50,OI,FO,NSE,,1,43281,CE
3279,20808,NIFTY,,1602.9,30DEC21,19950.0,0.05,50,OI,FO,NSE,,1,43282,PE
3280,27548,NIFTY,,26.05,30DEC21,20000.0,0.05,50,OI,FO,NSE,,1,36435,CE
3281,27566,NIFTY,,1859.75,30DEC21,20000.0,0.05,50,OI,FO,NSE,,1,36436,PE
3282,54672,NIFTY,,18.25,30DEC21,20500.0,0.05,50,OI,FO,NSE,,1,67239,CE
3283,54673,NIFTY,,2347.25,30DEC21,20500.0,0.05,50,OI,FO,NSE,,1,67240,PE
3284,16752,BANKNIFTY,,4812.15,06JAN22,35400.0,0.05,25,OI,FO,NSE,,1,35000,CE
3285,16756,BANKNIFTY,,570.7,06JAN22,35400.0,0.05,25,OI,FO,NSE,,1,35001,PE
3286,16794,BANKNIFTY,,4735.05,06JAN22,35500.0,0.05,25,OI,FO,NSE,,1,37784,CE
3287,16796,BANKNIFTY,,592.95,06JAN22,35500.0,0.05,25,OI,FO,NSE,,1,37785,PE
3288,17848,BANKNIFTY,,4658.6,06JAN22,35600.0,0.05,25,OI,FO,NSE,,1,39091,CE
3289,17850,BANKNIFTY,,615.8,06JAN22,35600.0,0.05,25,OI,FO,NSE,,1,39095,PE
3290,17853,BANKNIFTY,,4582.8,06JAN22,35700.0,0.05,25,OI,FO,NSE,,1,39099,CE
3291,17862,BANKNIFTY,,639.3,06JAN22,35700.0,0.05,25,OI,FO,NSE,,1,39100,PE
3292,17864,BANKNIFTY,,4507.6,06JAN22,35800.0,0.05,25,OI,FO,NSE,,1,39101,CE
3293,17866,BANKNIFTY,,663.45,06JAN22,35800.0,0.05,25,OI,FO,NSE,,1,39102,PE
3294,18162,BANKNIFTY,,4433.05,06JAN22,35900.0,0.05,25,OI,FO,NSE,,1,39103,CE
3295,18163,BANKNIFTY,,688.2,06JAN22,35900.0,0.05,25,OI,FO,NSE,,1,39105,PE
3296,18164,BANKNIFTY,,4360.5,06JAN22,36000.0,0.05,25,OI,FO,NSE,,1,39115,CE
3297,18165,BANKNIFTY,,715.0,06JAN22,36000.0,0.05,25,OI,FO,NSE,,1,39116,PE
3298,18169,BANKNIFTY,,4287.15,06JAN22,36100.0,0.05,25,OI,FO,NSE,,1,39121,CE
3299,18180,BANKNIFTY,,740.95,06JAN22,36100.0,0.05,25,OI,FO,NSE,,1,39122,PE
3300,18184,BANKNIFTY,,4214.45,06JAN22,36200.0,0.05,25,OI,FO,NSE,,1,39132,CE
3301,18188,BANKNIFTY,,767.6,06JAN22,36200.0,0.05,25,OI,FO,NSE,,1,39133,PE
3302,18191,BANKNIFTY,,4142.4,06JAN22,36300.0,0.05,25,OI,FO,NSE,,1,39140,CE
3303,18193,BANKNIFTY,,794.9,06JAN22,36300.0,0.05,25,OI,FO,NSE,,1,39141,PE
3304,18194,BANKNIFTY,,4071.05,06JAN22,36400.0,0.05,25,OI,FO,NSE,,1,39146,CE
3305,18195,BANKNIFTY,,822.85,06JAN22,36400.0,0.05,25,OI,FO,NSE,,1,39147,PE
3306,18196,BANKNIFTY,,4000.4,06JAN22,36500.0,0.05,25,OI,FO,NSE,,1,39148,CE
3307,18197,BANKNIFTY,,851.5,06JAN22,36500.0,0.05,25,OI,FO,NSE,,1,39154,PE
3308,18198,BANKNIFTY,,3928.85,06JAN22,36600.0,0.05,25,OI,FO,NSE,,1,39155,CE
3309,18215,BANKNIFTY,,879.3,06JAN22,36600.0,0.05,25,OI,FO,NSE,,1,39156,PE
3310,18216,BANKNIFTY,,3859.7,06JAN22,36700.0,0.05,25,OI,FO,NSE,,1,39157,CE
3311,18217,BANKNIFTY,,909.45,06JAN22,36700.0,0.05,25,OI,FO,NSE,,1,39158,PE
3312,18218,BANKNIFTY,,3791.2,06JAN22,36800.0,0.05,25,OI,FO,NSE,,1,39161,CE
3313,18219,BANKNIFTY,,940.3,06JAN22,36800.0,0.05,25,OI,FO,NSE,,1,39162,PE
3314,18220,BANKNIFTY,,3723.45,06JAN22,36900.0,0.05,25,OI,FO,NSE,,1,39163,CE
3315,18221,BANKNIFTY,,971.85,06JAN22,36900.0,0.05,25,OI,FO,NSE,,1,39164,PE
3316,18223,BANKNIFTY,,3656.4,06JAN22,37000.0,0.05,25,OI,FO,NSE,,1,39165,CE
3317,18224,BANKNIFTY,,1004.15,06JAN22,37000.0,0.05,25,OI,FO,NSE,,1,39166,PE
3318,18225,BANKNIFTY,,3590.1,06JAN22,37100.0,0.05,25,OI,FO,NSE,,1,39167,CE
3319,18226,BANKNIFTY,,1037.15,06JAN22,37100.0,0.05,25,OI,FO,NSE,,1,39168,PE
3320,18227,BANKNIFTY,,3524.45,06JAN22,37200.0,0.05,25,OI,FO,NSE,,1,39169,CE
3321,18228,BANKNIFTY,,1070.85,06JAN22,37200.0,0.05,25,OI,FO,NSE,,1,39170,PE
3322,18229,BANKNIFTY,,3459.55,06JAN22,37300.0,0.05,25,OI,FO,NSE,,1,39171,CE
3323,18233,BANKNIFTY,,1105.25,06JAN22,37300.0,0.05,25,OI,FO,NSE,,1,39172,PE
3324,18234,BANKNIFTY,,3395.4,06JAN22,37400.0,0.05,25,OI,FO,NSE,,1,39173,CE
3325,18235,BANKNIFTY,,1140.4,06JAN22,37400.0,0.05,25,OI,FO,NSE,,1,39174,PE
3326,18236,BANKNIFTY,,3331.95,06JAN22,37500.0,0.05,25,OI,FO,NSE,,1,39176,CE
3327,18239,BANKNIFTY,,1176.3,06JAN22,37500.0,0.05,25,OI,FO,NSE,,1,39182,PE
3328,18240,BANKNIFTY,,3269.25,06JAN22,37600.0,0.05,25,OI,FO,NSE,,1,39183,CE
3329,18241,BANKNIFTY,,1212.9,06JAN22,37600.0,0.05,25,OI,FO,NSE,,1,39187,PE
3330,18242,BANKNIFTY,,3207.25,06JAN22,37700.0,0.05,25,OI,FO,NSE,,1,39189,CE
3331,18243,BANKNIFTY,,1250.25,06JAN22,37700.0,0.05,25,OI,FO,NSE,,1,39190,PE
3332,18244,BANKNIFTY,,3146.0,06JAN22,37800.0,0.05,25,OI,FO,NSE,,1,39191,CE
3333,18245,BANKNIFTY,,1288.35,06JAN22,37800.0,0.05,25,OI,FO,NSE,,1,39193,PE
3334,18246,BANKNIFTY,,3085.5,06JAN22,37900.0,0.05,25,OI,FO,NSE,,1,39200,CE
3335,18247,BANKNIFTY,,1327.15,06JAN22,37900.0,0.05,25,OI,FO,NSE,,1,39201,PE
3336,18249,BANKNIFTY,,3025.75,06JAN22,38000.0,0.05,25,OI,FO,NSE,,1,39202,CE
3337,18252,BANKNIFTY,,1366.7,06JAN22,38000.0,0.05,25,OI,FO,NSE,,1,39204,PE
3338,18253,BANKNIFTY,,2966.75,06JAN22,38100.0,0.05,25,OI,FO,NSE,,1,39205,CE
3339,18256,BANKNIFTY,,1407.0,06JAN22,38100.0,0.05,25,OI,FO,NSE,,1,39208,PE
3340,18257,BANKNIFTY,,2908.45,06JAN22,38200.0,0.05,25,OI,FO,NSE,,1,39217,CE
3341,18260,BANKNIFTY,,1448.05,06JAN22,38200.0,0.05,25,OI,FO,NSE,,1,39218,PE
3342,18261,BANKNIFTY,,2850.95,06JAN22,38300.0,0.05,25,OI,FO,NSE,,1,39229,CE
3343,18262,BANKNIFTY,,1489.85,06JAN22,38300.0,0.05,25,OI,FO,NSE,,1,39230,PE
3344,18263,BANKNIFTY,,2794.15,06JAN22,38400.0,0.05,25,OI,FO,NSE,,1,39231,CE
3345,18264,BANKNIFTY,,1532.4,06JAN22,38400.0,0.05,25,OI,FO,NSE,,1,39232,PE
3346,18265,BANKNIFTY,,2738.1,06JAN22,38500.0,0.05,25,OI,FO,NSE,,1,39233,CE
3347,18266,BANKNIFTY,,1575.7,06JAN22,38500.0,0.05,25,OI,FO,NSE,,1,39234,PE
3348,18270,BANKNIFTY,,2682.85,06JAN22,38600.0,0.05,25,OI,FO,NSE,,1,39245,CE
3349,18271,BANKNIFTY,,1619.75,06JAN22,38600.0,0.05,25,OI,FO,NSE,,1,39246,PE
3350,18282,BANKNIFTY,,2628.3,06JAN22,38700.0,0.05,25,OI,FO,NSE,,1,39248,CE
3351,18285,BANKNIFTY,,1664.5,06JAN22,38700.0,0.05,25,OI,FO,NSE,,1,39249,PE
3352,18287,BANKNIFTY,,2574.5,06JAN22,38800.0,0.05,25,OI,FO,NSE,,1,39250,CE
3353,18288,BANKNIFTY,,1710.05,06JAN22,38800.0,0.05,25,OI,FO,NSE,,1,39251,PE
3354,18291,BANKNIFTY,,2521.45,06JAN22,38900.0,0.05,25,OI,FO,NSE,,1,39260,CE
3355,18292,BANKNIFTY,,1756.35,06JAN22,38900.0,0.05,25,OI,FO,NSE,,1,39261,PE
3356,18297,BANKNIFTY,,2469.15,06JAN22,39000.0,0.05,25,OI,FO,NSE,,1,39262,CE
3357,18298,BANKNIFTY,,1803.35,06JAN22,39000.0,0.05,25,OI,FO,NSE,,1,39263,PE
3358,18299,BANKNIFTY,,2417.6,06JAN22,39100.0,0.05,25,OI,FO,NSE,,1,39264,CE
3359,18300,BANKNIFTY,,1851.1,06JAN22,39100.0,0.05,25,OI,FO,NSE,,1,39268,PE
3360,18301,BANKNIFTY,,2366.8,06JAN22,39200.0,0.05,25,OI,FO,NSE,,1,39269,CE
3361,18320,BANKNIFTY,,1899.65,06JAN22,39200.0,0.05,25,OI,FO,NSE,,1,39274,PE
3362,18322,BANKNIFTY,,2316.7,06JAN22,39300.0,0.05,25,OI,FO,NSE,,1,39275,CE
3363,18333,BANKNIFTY,,1948.9,06JAN22,39300.0,0.05,25,OI,FO,NSE,,1,39282,PE
3364,18334,BANKNIFTY,,2267.25,06JAN22,39400.0,0.05,25,OI,FO,NSE,,1,39291,CE
3365,18351,BANKNIFTY,,1998.75,06JAN22,39400.0,0.05,25,OI,FO,NSE,,1,39292,PE
3366,18355,BANKNIFTY,,2218.65,06JAN22,39500.0,0.05,25,OI,FO,NSE,,1,39293,CE
3367,18357,BANKNIFTY,,2049.45,06JAN22,39500.0,0.05,25,OI,FO,NSE,,1,39294,PE
3368,18360,BANKNIFTY,,2170.8,06JAN22,39600.0,0.05,25,OI,FO,NSE,,1,39295,CE
3369,18365,BANKNIFTY,,2100.95,06JAN22,39600.0,0.05,25,OI,FO,NSE,,1,39296,PE
3370,18368,BANKNIFTY,,2123.7,06JAN22,39700.0,0.05,25,OI,FO,NSE,,1,39299,CE
3371,18370,BANKNIFTY,,2153.15,06JAN22,39700.0,0.05,25,OI,FO,NSE,,1,39303,PE
3372,18373,BANKNIFTY,,2077.3,06JAN22,39800.0,0.05,25,OI,FO,NSE,,1,39306,CE
3373,18376,BANKNIFTY,,2206.1,06JAN22,39800.0,0.05,25,OI,FO,NSE,,1,39311,PE
3374,18377,BANKNIFTY,,2031.65,06JAN22,39900.0,0.05,25,OI,FO,NSE,,1,39312,CE
3375,18378,BANKNIFTY,,2259.75,06JAN22,39900.0,0.05,25,OI,FO,NSE,,1,39313,PE
3376,18387,BANKNIFTY,,1986.7,06JAN22,40000.0,0.05,25,OI,FO,NSE,,1,39314,CE
3377,18390,BANKNIFTY,,2314.15,06JAN22,40000.0,0.05,25,OI,FO,NSE,,1,39315,PE
3378,18398,BANKNIFTY,,1942.5,06JAN22,40100.0,0.05,25,OI,FO,NSE,,1,39316,CE
3379,18399,BANKNIFTY,,2369.25,06JAN22,40100.0,0.05,25,OI,FO,NSE,,1,39317,PE
3380,18400,BANKNIFTY,,1899.0,06JAN22,40200.0,0.05,25,OI,FO,NSE,,1,39318,CE
3381,18401,BANKNIFTY,,2425.1,06JAN22,40200.0,0.05,25,OI,FO,NSE,,1,39319,PE
3382,18405,BANKNIFTY,,1856.25,06JAN22,40300.0,0.05,25,OI,FO,NSE,,1,39320,CE
3383,18406,BANKNIFTY,,2481.65,06JAN22,40300.0,0.05,25,OI,FO,NSE,,1,39321,PE
3384,18407,BANKNIFTY,,1814.15,06JAN22,40400.0,0.05,25,OI,FO,NSE,,1,39322,CE
3385,18408,BANKNIFTY,,2538.9,06JAN22,40400.0,0.05,25,OI,FO,NSE,,1,39324,PE
3386,18409,BANKNIFTY,,1772.8,06JAN22,40500.0,0.05,25,OI,FO,NSE,,1,39325,CE
3387,18410,BANKNIFTY,,2596.85,06JAN22,40500.0,0.05,25,OI,FO,NSE,,1,39326,PE
3388,18412,BANKNIFTY,,1732.15,06JAN22,40600.0,0.05,25,OI,FO,NSE,,1,39327,CE
3389,18414,BANKNIFTY,,2655.55,06JAN22,40600.0,0.05,25,OI,FO,NSE,,1,39330,PE
3390,18415,BANKNIFTY,,1692.2,06JAN22,40700.0,0.05,25,OI,FO,NSE,,1,39331,CE
3391,18416,BANKNIFTY,,2714.9,06JAN22,40700.0,0.05,25,OI,FO,NSE,,1,39332,PE
3392,18423,BANKNIFTY,,1652.9,06JAN22,40800.0,0.05,25,OI,FO,NSE,,1,39333,CE
3393,18424,BANKNIFTY,,2774.95,06JAN22,40800.0,0.05,25,OI,FO,NSE,,1,39334,PE
3394,18426,BANKNIFTY,,1614.35,06JAN22,40900.0,0.05,25,OI,FO,NSE,,1,39337,CE
3395,18427,BANKNIFTY,,2835.7,06JAN22,40900.0,0.05,25,OI,FO,NSE,,1,39338,PE
3396,18428,BANKNIFTY,,1576.45,06JAN22,41000.0,0.05,25,OI,FO,NSE,,1,39339,CE
3397,18429,BANKNIFTY,,2897.1,06JAN22,41000.0,0.05,25,OI,FO,NSE,,1,39340,PE
3398,18430,BANKNIFTY,,1539.2,06JAN22,41100.0,0.05,25,OI,FO,NSE,,1,39343,CE
3399,18431,BANKNIFTY,,2959.2,06JAN22,41100.0,0.05,25,OI,FO,NSE,,1,39344,PE
3400,18438,BANKNIFTY,,1502.65,06JAN22,41200.0,0.05,25,OI,FO,NSE,,1,39345,CE
3401,18439,BANKNIFTY,,3022.0,06JAN22,41200.0,0.05,25,OI,FO,NSE,,1,39346,PE
3402,18447,BANKNIFTY,,1466.75,06JAN22,41300.0,0.05,25,OI,FO,NSE,,1,39347,CE
3403,18448,BANKNIFTY,,3085.4,06JAN22,41300.0,0.05,25,OI,FO,NSE,,1,39348,PE
3404,18457,BANKNIFTY,,1431.55,06JAN22,41400.0,0.05,25,OI,FO,NSE,,1,39349,CE
3405,18458,BANKNIFTY,,3149.5,06JAN22,41400.0,0.05,25,OI,FO,NSE,,1,39350,PE
3406,18494,BANKNIFTY,,1396.95,06JAN22,41500.0,0.05,25,OI,FO,NSE,,1,39351,CE
3407,18495,BANKNIFTY,,3214.25,06JAN22,41500.0,0.05,25,OI,FO,NSE,,1,39352,PE
3408,18496,BANKNIFTY,,1363.05,06JAN22,41600.0,0.05,25,OI,FO,NSE,,1,39356,CE
3409,18498,BANKNIFTY,,3279.65,06JAN22,41600.0,0.05,25,OI,FO,NSE,,1,39357,PE
3410,18501,BANKNIFTY,,1329.75,06JAN22,41700.0,0.05,25,OI,FO,NSE,,1,39358,CE
3411,18502,BANKNIFTY,,3345.7,06JAN22,41700.0,0.05,25,OI,FO,NSE,,1,39359,PE
3412,18515,BANKNIFTY,,1297.1,06JAN22,41800.0,0.05,25,OI,FO,NSE,,1,39362,CE
3413,18516,BANKNIFTY,,3412.4,06JAN22,41800.0,0.05,25,OI,FO,NSE,,1,39363,PE
3414,18518,BANKNIFTY,,1265.1,06JAN22,41900.0,0.05,25,OI,FO,NSE,,1,39364,CE
3415,18525,BANKNIFTY,,3479.7,06JAN22,41900.0,0.05,25,OI,FO,NSE,,1,39365,PE
3416,18526,BANKNIFTY,,1233.7,06JAN22,42000.0,0.05,25,OI,FO,NSE,,1,39366,CE
3417,18534,BANKNIFTY,,3547.6,06JAN22,42000.0,0.05,25,OI,FO,NSE,,1,39367,PE
3418,18536,BANKNIFTY,,1202.9,06JAN22,42100.0,0.05,25,OI,FO,NSE,,1,39373,CE
3419,18537,BANKNIFTY,,3616.15,06JAN22,42100.0,0.05,25,OI,FO,NSE,,1,39382,PE
3420,18539,BANKNIFTY,,1172.75,06JAN22,42200.0,0.05,25,OI,FO,NSE,,1,39383,CE
3421,18544,BANKNIFTY,,3685.3,06JAN22,42200.0,0.05,25,OI,FO,NSE,,1,39384,PE
3422,18545,BANKNIFTY,,1143.2,06JAN22,42300.0,0.05,25,OI,FO,NSE,,1,39385,CE
3423,18546,BANKNIFTY,,3755.05,06JAN22,42300.0,0.05,25,OI,FO,NSE,,1,39399,PE
3424,18547,BANKNIFTY,,1114.2,06JAN22,42400.0,0.05,25,OI,FO,NSE,,1,39403,CE
3425,18548,BANKNIFTY,,3825.4,06JAN22,42400.0,0.05,25,OI,FO,NSE,,1,39416,PE
3426,18549,BANKNIFTY,,1085.8,06JAN22,42500.0,0.05,25,OI,FO,NSE,,1,39426,CE
3427,18554,BANKNIFTY,,3896.35,06JAN22,42500.0,0.05,25,OI,FO,NSE,,1,39427,PE
3428,18571,BANKNIFTY,,1058.0,06JAN22,42600.0,0.05,25,OI,FO,NSE,,1,39428,CE
3429,18572,BANKNIFTY,,3967.85,06JAN22,42600.0,0.05,25,OI,FO,NSE,,1,39430,PE
3430,18584,BANKNIFTY,,1030.8,06JAN22,42700.0,0.05,25,OI,FO,NSE,,1,39431,CE
3431,18585,BANKNIFTY,,4039.95,06JAN22,42700.0,0.05,25,OI,FO,NSE,,1,39432,PE
3432,18586,BANKNIFTY,,1004.1,06JAN22,42800.0,0.05,25,OI,FO,NSE,,1,39433,CE
3433,18587,BANKNIFTY,,4112.6,06JAN22,42800.0,0.05,25,OI,FO,NSE,,1,39434,PE
3434,18589,BANKNIFTY,,978.0,06JAN22,42900.0,0.05,25,OI,FO,NSE,,1,39437,CE
3435,18590,BANKNIFTY,,4185.85,06JAN22,42900.0,0.05,25,OI,FO,NSE,,1,39438,PE
3436,18591,BANKNIFTY,,952.45,06JAN22,43000.0,0.05,25,OI,FO,NSE,,1,39445,CE
3437,18595,BANKNIFTY,,4259.6,06JAN22,43000.0,0.05,25,OI,FO,NSE,,1,39446,PE
3438,18596,BANKNIFTY,,929.3,06JAN22,43100.0,0.05,25,OI,FO,NSE,,1,39447,CE
3439,18599,BANKNIFTY,,4335.75,06JAN22,43100.0,0.05,25,OI,FO,NSE,,1,39449,PE
3440,18605,BANKNIFTY,,904.95,06JAN22,43200.0,0.05,25,OI,FO,NSE,,1,39450,CE
3441,18606,BANKNIFTY,,4410.75,06JAN22,43200.0,0.05,25,OI,FO,NSE,,1,39451,PE
3442,18608,BANKNIFTY,,881.1,06JAN22,43300.0,0.05,25,OI,FO,NSE,,1,39454,CE
3443,18613,BANKNIFTY,,4486.2,06JAN22,43300.0,0.05,25,OI,FO,NSE,,1,39455,PE
3444,18618,BANKNIFTY,,857.8,06JAN22,43400.0,0.05,25,OI,FO,NSE,,1,39458,CE
3445,18630,BANKNIFTY,,4562.25,06JAN22,43400.0,0.05,25,OI,FO,NSE,,1,39459,PE
3446,19844,BANKNIFTY,,819.1,06JAN22,43500.0,0.05,25,OI,FO,NSE,,1,35014,CE
3447,19846,BANKNIFTY,,4469.55,06JAN22,43500.0,0.05,25,OI,FO,NSE,,1,35015,PE
3448,19847,BANKNIFTY,,796.55,06JAN22,43600.0,0.05,25,OI,FO,NSE,,1,35095,CE
3449,19849,BANKNIFTY,,4546.35,06JAN22,43600.0,0.05,25,OI,FO,NSE,,1,35096,PE
3450,18641,NIFTY,,1721.5,06JAN22,16350.0,0.05,50,OI,FO,NSE,,1,39472,CE
3451,18644,NIFTY,,131.75,06JAN22,16350.0,0.05,50,OI,FO,NSE,,1,39473,PE
3452,18646,NIFTY,,1680.5,06JAN22,16400.0,0.05,50,OI,FO,NSE,,1,39474,CE
3453,18649,NIFTY,,140.35,06JAN22,16400.0,0.05,50,OI,FO,NSE,,1,39477,PE
3454,18650,NIFTY,,1639.9,06JAN22,16450.0,0.05,50,OI,FO,NSE,,1,39478,CE
3455,18653,NIFTY,,149.45,06JAN22,16450.0,0.05,50,OI,FO,NSE,,1,39479,PE
3456,18654,NIFTY,,1599.7,06JAN22,16500.0,0.05,50,OI,FO,NSE,,1,39480,CE
3457,18655,NIFTY,,158.9,06JAN22,16500.0,0.05,50,OI,FO,NSE,,1,39481,PE
3458,18660,NIFTY,,1559.95,06JAN22,16550.0,0.05,50,OI,FO,NSE,,1,39482,CE
3459,18661,NIFTY,,168.85,06JAN22,16550.0,0.05,50,OI,FO,NSE,,1,39483,PE
3460,18664,NIFTY,,1520.7,06JAN22,16600.0,0.05,50,OI,FO,NSE,,1,39485,CE
