,instrumentToken,instrumentName,name,lastPrice,expiry,strike,tickSize,lotSize,instrumentType,segment,exchange,isin,multiplier,exchangeToken,optionType
1259,12459,NIFTY,,595.6,25NOV21,18650.0,0.05,50,OI,FO,NSE,,1,38769,PE
1260,22280,NIFTY,,33.85,25NOV21,18700.0,0.05,50,OI,FO,NSE,,1,43564,CE
1261,22281,NIFTY,,656.35,25NOV21,18700.0,0.05,50,OI,FO,NSE,,1,43569,PE
1262,22282,NIFTY,,28.15,25NOV21,18750.0,0.05,50,OI,FO,NSE,,1,43572,CE
1263,22283,NIFTY,,730.05,25NOV21,18750.0,0.05,50,OI,FO,NSE,,1,43573,PE
1264,27544,NIFTY,,23.2,25NOV21,18800.0,0.05,50,OI,FO,NSE,,1,36433,CE
1265,27545,NIFTY,,770.85,25NOV21,18800.0,0.05,50,OI,FO,NSE,,1,36434,PE
1266,29092,NIFTY,,19.35,25NOV21,18850.0,0.05,50,OI,FO,NSE,,1,40389,CE
1267,29093,NIFTY,,743.2,25NOV21,18850.0,0.05,50,OI,FO,NSE,,1,40390,PE
1268,29094,NIFTY,,16.0,25NOV21,18900.0,0.05,50,OI,FO,NSE,,1,40397,CE
1269,29095,NIFTY,,867.15,25NOV21,18900.0,0.05,50,OI,FO,NSE,,1,40864,PE
1270,26466,NIFTY,,14.55,25NOV21,18950.0,0.05,50,OI,FO,NSE,,1,50769,CE
1271,26483,NIFTY,,1065.2,25NOV21,18950.0,0.05,50,OI,FO,NSE,,1,50774,PE
1272,26539,NIFTY,,13.35,25NOV21,19000.0,0.05,50,OI,FO,NSE,,1,50775,CE
1273,26542,NIFTY,,930.35,25NOV21,19000.0,0.05,50,OI,FO,NSE,,1,50777,PE
1274,39566,NIFTY,,11.4,25NOV21,19050.0,0.05,50,OI,FO,NSE,,1,56293,CE
1275,39567,NIFTY,,956.5,25NOV21,19050.0,0.05,50,OI,FO,NSE,,1,56294,PE
1276,39568,NIFTY,,9.95,25NOV21,19100.0,0.05,50,OI,FO,NSE,,1,56295,CE
1277,39569,NIFTY,,1073.75,25NOV21,19100.0,0.05,50,OI,FO,NSE,,1,56296,PE
1278,39574,NIFTY,,8.8,25NOV21,19150.0,0.05,50,OI,FO,NSE,,1,56297,CE
1279,39575,NIFTY,,1049.55,25NOV21,19150.0,0.05,50,OI,FO,NSE,,1,56298,PE
1280,53635,NIFTY,,7.9,25NOV21,19200.0,0.05,50,OI,FO,NSE,,1,67024,CE
1281,53717,NIFTY,,1185.6,25NOV21,19200.0,0.05,50,OI,FO,NSE,,1,67025,PE
1282,53720,NIFTY,,7.55,25NOV21,19250.0,0.05,50,OI,FO,NSE,,1,67026,CE
1283,53721,NIFTY,,1363.5,25NOV21,19250.0,0.05,50,OI,FO,NSE,,1,67027,PE
1284,53722,NIFTY,,7.15,25NOV21,19300.0,0.05,50,OI,FO,NSE,,1,67028,CE
1285,53816,NIFTY,,1240.0,25NOV21,19300.0,0.05,50,OI,FO,NSE,,1,67029,PE
1286,58617,NIFTY,,6.9,25NOV21,19350.0,0.05,50,OI,FO,NSE,,1,36269,CE
1287,58618,NIFTY,,1251.15,25NOV21,19350.0,0.05,50,OI,FO,NSE,,1,36270,PE
1288,24458,NIFTY,,6.45,25NOV21,19400.0,0.05,50,OI,FO,NSE,,1,35025,CE
1289,24466,NIFTY,,1512.3,25NOV21,19400.0,0.05,50,OI,FO,NSE,,1,35026,PE
1290,23388,NIFTY,,6.0,25NOV21,19450.0,0.05,50,OI,FO,NSE,,1,45381,CE
1291,23389,NIFTY,,1314.2,25NOV21,19450.0,0.05,50,OI,FO,NSE,,1,45382,PE
1292,16803,NIFTY,,6.35,25NOV21,19500.0,0.05,50,OI,FO,NSE,,1,46794,CE
1293,16804,NIFTY,,1420.05,25NOV21,19500.0,0.05,50,OI,FO,NSE,,1,46795,PE
1294,31344,NIFTY,,5.8,25NOV21,19550.0,0.05,50,OI,FO,NSE,,1,48266,CE
1295,31345,NIFTY,,1455.5,25NOV21,19550.0,0.05,50,OI,FO,NSE,,1,48267,PE
1296,31346,NIFTY,,5.45,25NOV21,19600.0,0.05,50,OI,FO,NSE,,1,48268,CE
1297,31349,NIFTY,,1557.0,25NOV21,19600.0,0.05,50,OI,FO,NSE,,1,48270,PE
1298,31350,NIFTY,,5.1,25NOV21,19650.0,0.05,50,OI,FO,NSE,,1,48271,CE
1299,31351,NIFTY,,1529.8,25NOV21,19650.0,0.05,50,OI,FO,NSE,,1,48272,PE
1300,39693,NIFTY,,5.15,25NOV21,19700.0,0.05,50,OI,FO,NSE,,1,51093,CE
1301,39694,NIFTY,,1736.6,25NOV21,19700.0,0.05,50,OI,FO,NSE,,1,51094,PE
1302,39695,NIFTY,,4.8,25NOV21,19750.0,0.05,50,OI,FO,NSE,,1,51095,CE
1303,39696,NIFTY,,2020.05,25NOV21,19750.0,0.05,50,OI,FO,NSE,,1,51096,PE
1304,39697,NIFTY,,5.1,25NOV21,19800.0,0.05,50,OI,FO,NSE,,1,51097,CE
1305,39698,NIFTY,,1677.6,25NOV21,19800.0,0.05,50,OI,FO,NSE,,1,51099,PE
1306,39699,NIFTY,,4.8,25NOV21,19850.0,0.05,50,OI,FO,NSE,,1,51101,CE
1307,39700,NIFTY,,1953.15,25NOV21,19850.0,0.05,50,OI,FO,NSE,,1,51102,PE
1308,20611,NIFTY,,4.55,25NOV21,19900.0,0.05,50,OI,FO,NSE,,1,43055,CE
1309,20622,NIFTY,,1863.0,25NOV21,19900.0,0.05,50,OI,FO,NSE,,1,43075,PE
1310,20623,NIFTY,,4.6,25NOV21,19950.0,0.05,50,OI,FO,NSE,,1,43076,CE
1311,20629,NIFTY,,1752.9,25NOV21,19950.0,0.05,50,OI,FO,NSE,,1,43079,PE
1312,20630,NIFTY,,4.3,25NOV21,20000.0,0.05,50,OI,FO,NSE,,1,43080,CE
1313,20633,NIFTY,,1935.05,25NOV21,20000.0,0.05,50,OI,FO,NSE,,1,43081,PE
1314,125732,BANKNIFTY,,4719.7,02DEC21,33200.0,0.05,25,OI,FO,NSE,,1,35018,CE
1315,148011,BANKNIFTY,,485.4,02DEC21,33200.0,0.05,25,OI,FO,NSE,,1,35020,PE
1316,148012,BANKNIFTY,,4641.0,02DEC21,33300.0,0.05,25,OI,FO,NSE,,1,35033,CE
1317,148013,BANKNIFTY,,506.1,02DEC21,33300.0,0.05,25,OI,FO,NSE,,1,35034,PE
1318,44765,BANKNIFTY,,4768.5,02DEC21,33400.0,0.05,25,OI,FO,NSE,,1,71813,CE
1319,44766,BANKNIFTY,,522.15,02DEC21,33400.0,0.05,25,OI,FO,NSE,,1,71840,PE
1320,44767,BANKNIFTY,,4690.55,02DEC21,33500.0,0.05,25,OI,FO,NSE,,1,71841,CE
1321,44768,BANKNIFTY,,543.6,02DEC21,33500.0,0.05,25,OI,FO,NSE,,1,71842,PE
1322,44769,BANKNIFTY,,4613.3,02DEC21,33600.0,0.05,25,OI,FO,NSE,,1,71843,CE
1323,44770,BANKNIFTY,,565.65,02DEC21,33600.0,0.05,25,OI,FO,NSE,,1,71844,PE
1324,14215,BANKNIFTY,,4814.65,02DEC21,33700.0,0.05,25,OI,FO,NSE,,1,70869,CE
1325,14216,BANKNIFTY,,546.1,02DEC21,33700.0,0.05,25,OI,FO,NSE,,1,70870,PE
1326,43570,BANKNIFTY,,4849.2,02DEC21,33800.0,0.05,25,OI,FO,NSE,,1,65406,CE
1327,43571,BANKNIFTY,,630.75,02DEC21,33800.0,0.05,25,OI,FO,NSE,,1,65411,PE
1328,43572,BANKNIFTY,,4773.35,02DEC21,33900.0,0.05,25,OI,FO,NSE,,1,65412,CE
1329,43573,BANKNIFTY,,654.25,02DEC21,33900.0,0.05,25,OI,FO,NSE,,1,65417,PE
1330,43574,BANKNIFTY,,4698.2,02DEC21,34000.0,0.05,25,OI,FO,NSE,,1,65418,CE
1331,43575,BANKNIFTY,,678.3,02DEC21,34000.0,0.05,25,OI,FO,NSE,,1,65423,PE
1332,43579,BANKNIFTY,,4623.6,02DEC21,34100.0,0.05,25,OI,FO,NSE,,1,65424,CE
1333,43580,BANKNIFTY,,703.0,02DEC21,34100.0,0.05,25,OI,FO,NSE,,1,65429,PE
1334,43582,BANKNIFTY,,4551.0,02DEC21,34200.0,0.05,25,OI,FO,NSE,,1,65430,CE
1335,43583,BANKNIFTY,,729.65,02DEC21,34200.0,0.05,25,OI,FO,NSE,,1,65435,PE
1336,43590,BANKNIFTY,,4477.55,02DEC21,34300.0,0.05,25,OI,FO,NSE,,1,65436,CE
1337,43591,BANKNIFTY,,755.5,02DEC21,34300.0,0.05,25,OI,FO,NSE,,1,65447,PE
1338,43592,BANKNIFTY,,4404.8,02DEC21,34400.0,0.05,25,OI,FO,NSE,,1,65448,CE
1339,45783,BANKNIFTY,,782.0,02DEC21,34400.0,0.05,25,OI,FO,NSE,,1,65449,PE
1340,45784,BANKNIFTY,,4332.7,02DEC21,34500.0,0.05,25,OI,FO,NSE,,1,65450,CE
1341,45785,BANKNIFTY,,809.15,02DEC21,34500.0,0.05,25,OI,FO,NSE,,1,65451,PE
1342,45796,BANKNIFTY,,4261.25,02DEC21,34600.0,0.05,25,OI,FO,NSE,,1,65452,CE
1343,45797,BANKNIFTY,,837.0,02DEC21,34600.0,0.05,25,OI,FO,NSE,,1,65453,PE
1344,45802,BANKNIFTY,,4190.45,02DEC21,34700.0,0.05,25,OI,FO,NSE,,1,65454,CE
1345,50532,BANKNIFTY,,865.45,02DEC21,34700.0,0.05,25,OI,FO,NSE,,1,65465,PE
1346,50537,BANKNIFTY,,4120.3,02DEC21,34800.0,0.05,25,OI,FO,NSE,,1,65466,CE
1347,50539,BANKNIFTY,,499.95,02DEC21,34800.0,0.05,25,OI,FO,NSE,,1,65480,PE
1348,50540,BANKNIFTY,,4049.3,02DEC21,34900.0,0.05,25,OI,FO,NSE,,1,65481,CE
1349,50541,BANKNIFTY,,90.0,02DEC21,34900.0,0.05,25,OI,FO,NSE,,1,65482,PE
1350,50542,BANKNIFTY,,3980.65,02DEC21,35000.0,0.05,25,OI,FO,NSE,,1,65483,CE
1351,50555,BANKNIFTY,,953.45,02DEC21,35000.0,0.05,25,OI,FO,NSE,,1,65486,PE
1352,50556,BANKNIFTY,,3912.6,02DEC21,35100.0,0.05,25,OI,FO,NSE,,1,65487,CE
1353,50557,BANKNIFTY,,540.0,02DEC21,35100.0,0.05,25,OI,FO,NSE,,1,65488,PE
1354,50558,BANKNIFTY,,3845.3,02DEC21,35200.0,0.05,25,OI,FO,NSE,,1,65489,CE
1355,50559,BANKNIFTY,,1016.65,02DEC21,35200.0,0.05,25,OI,FO,NSE,,1,65490,PE
1356,50560,BANKNIFTY,,3778.65,02DEC21,35300.0,0.05,25,OI,FO,NSE,,1,65511,CE
1357,50562,BANKNIFTY,,1049.3,02DEC21,35300.0,0.05,25,OI,FO,NSE,,1,65512,PE
1358,50563,BANKNIFTY,,3712.7,02DEC21,35400.0,0.05,25,OI,FO,NSE,,1,65517,CE
1359,50564,BANKNIFTY,,1082.65,02DEC21,35400.0,0.05,25,OI,FO,NSE,,1,65518,PE
1360,50565,BANKNIFTY,,3647.45,02DEC21,35500.0,0.05,25,OI,FO,NSE,,1,65519,CE
1361,50566,BANKNIFTY,,1116.65,02DEC21,35500.0,0.05,25,OI,FO,NSE,,1,65520,PE
1362,50567,BANKNIFTY,,3582.95,02DEC21,35600.0,0.05,25,OI,FO,NSE,,1,65521,CE
1363,50606,BANKNIFTY,,1151.35,02DEC21,35600.0,0.05,25,OI,FO,NSE,,1,65522,PE
1364,50607,BANKNIFTY,,3519.1,02DEC21,35700.0,0.05,25,OI,FO,NSE,,1,65523,CE
1365,50610,BANKNIFTY,,1186.8,02DEC21,35700.0,0.05,25,OI,FO,NSE,,1,65524,PE
1366,50611,BANKNIFTY,,3455.95,02DEC21,35800.0,0.05,25,OI,FO,NSE,,1,65528,CE
1367,50612,BANKNIFTY,,1222.9,02DEC21,35800.0,0.05,25,OI,FO,NSE,,1,65880,PE
1368,50613,BANKNIFTY,,3393.5,02DEC21,35900.0,0.05,25,OI,FO,NSE,,1,65901,CE
1369,50633,BANKNIFTY,,1259.75,02DEC21,35900.0,0.05,25,OI,FO,NSE,,1,65902,PE
1370,50634,BANKNIFTY,,3331.75,02DEC21,36000.0,0.05,25,OI,FO,NSE,,1,65906,CE
1371,50635,BANKNIFTY,,1297.3,02DEC21,36000.0,0.05,25,OI,FO,NSE,,1,65907,PE
1372,50637,BANKNIFTY,,3270.75,02DEC21,36100.0,0.05,25,OI,FO,NSE,,1,65908,CE
1373,50638,BANKNIFTY,,1335.55,02DEC21,36100.0,0.05,25,OI,FO,NSE,,1,65919,PE
1374,50639,BANKNIFTY,,3210.45,02DEC21,36200.0,0.05,25,OI,FO,NSE,,1,65920,CE
1375,50640,BANKNIFTY,,1374.5,02DEC21,36200.0,0.05,25,OI,FO,NSE,,1,65928,PE
1376,50641,BANKNIFTY,,3150.85,02DEC21,36300.0,0.05,25,OI,FO,NSE,,1,65934,CE
1377,50642,BANKNIFTY,,1414.2,02DEC21,36300.0,0.05,25,OI,FO,NSE,,1,65935,PE
1378,50643,BANKNIFTY,,3092.0,02DEC21,36400.0,0.05,25,OI,FO,NSE,,1,65940,CE
1379,50644,BANKNIFTY,,1454.6,02DEC21,36400.0,0.05,25,OI,FO,NSE,,1,65941,PE
1380,50645,BANKNIFTY,,3033.85,02DEC21,36500.0,0.05,25,OI,FO,NSE,,1,65961,CE
1381,50646,BANKNIFTY,,1495.7,02DEC21,36500.0,0.05,25,OI,FO,NSE,,1,65962,PE
1382,50647,BANKNIFTY,,2976.4,02DEC21,36600.0,0.05,25,OI,FO,NSE,,1,65977,CE
1383,50648,BANKNIFTY,,1537.55,02DEC21,36600.0,0.05,25,OI,FO,NSE,,1,65978,PE
1384,50649,BANKNIFTY,,2919.7,02DEC21,36700.0,0.05,25,OI,FO,NSE,,1,65979,CE
1385,50650,BANKNIFTY,,1580.1,02DEC21,36700.0,0.05,25,OI,FO,NSE,,1,65985,PE
1386,50651,BANKNIFTY,,2863.7,02DEC21,36800.0,0.05,25,OI,FO,NSE,,1,65986,CE
1387,50656,BANKNIFTY,,1623.4,02DEC21,36800.0,0.05,25,OI,FO,NSE,,1,65987,PE
1388,50657,BANKNIFTY,,2808.4,02DEC21,36900.0,0.05,25,OI,FO,NSE,,1,65988,CE
1389,50658,BANKNIFTY,,1667.4,02DEC21,36900.0,0.05,25,OI,FO,NSE,,1,65989,PE
1390,50659,BANKNIFTY,,2753.85,02DEC21,37000.0,0.05,25,OI,FO,NSE,,1,66017,CE
1391,50660,BANKNIFTY,,157.25,02DEC21,37000.0,0.05,25,OI,FO,NSE,,1,66018,PE
1392,50661,BANKNIFTY,,1600.0,02DEC21,37100.0,0.05,25,OI,FO,NSE,,1,66019,CE
1393,50662,BANKNIFTY,,1757.55,02DEC21,37100.0,0.05,25,OI,FO,NSE,,1,66020,PE
1394,50663,BANKNIFTY,,2646.9,02DEC21,37200.0,0.05,25,OI,FO,NSE,,1,66021,CE
1395,50664,BANKNIFTY,,1803.7,02DEC21,37200.0,0.05,25,OI,FO,NSE,,1,66022,PE
1396,50665,BANKNIFTY,,2594.5,02DEC21,37300.0,0.05,25,OI,FO,NSE,,1,66023,CE
1397,50666,BANKNIFTY,,1850.55,02DEC21,37300.0,0.05,25,OI,FO,NSE,,1,66024,PE
1398,50667,BANKNIFTY,,2542.85,02DEC21,37400.0,0.05,25,OI,FO,NSE,,1,66025,CE
1399,50668,BANKNIFTY,,1898.15,02DEC21,37400.0,0.05,25,OI,FO,NSE,,1,66026,PE
1400,50669,BANKNIFTY,,2491.85,02DEC21,37500.0,0.05,25,OI,FO,NSE,,1,66027,CE
1401,50670,BANKNIFTY,,1946.45,02DEC21,37500.0,0.05,25,OI,FO,NSE,,1,66028,PE
1402,50673,BANKNIFTY,,2441.6,02DEC21,37600.0,0.05,25,OI,FO,NSE,,1,66029,CE
1403,50675,BANKNIFTY,,1995.45,02DEC21,37600.0,0.05,25,OI,FO,NSE,,1,66041,PE
1404,50676,BANKNIFTY,,2391.95,02DEC21,37700.0,0.05,25,OI,FO,NSE,,1,66052,CE
1405,50677,BANKNIFTY,,2045.05,02DEC21,37700.0,0.05,25,OI,FO,NSE,,1,66053,PE
1406,50678,BANKNIFTY,,2343.1,02DEC21,37800.0,0.05,25,OI,FO,NSE,,1,66054,CE
1407,50679,BANKNIFTY,,2095.5,02DEC21,37800.0,0.05,25,OI,FO,NSE,,1,66055,PE
1408,50681,BANKNIFTY,,2295.0,02DEC21,37900.0,0.05,25,OI,FO,NSE,,1,66056,CE
1409,50682,BANKNIFTY,,2146.65,02DEC21,37900.0,0.05,25,OI,FO,NSE,,1,66057,PE
1410,50683,BANKNIFTY,,2247.6,02DEC21,38000.0,0.05,25,OI,FO,NSE,,1,66058,CE
1411,50684,BANKNIFTY,,250.0,02DEC21,38000.0,0.05,25,OI,FO,NSE,,1,66061,PE
1412,50685,BANKNIFTY,,2200.85,02DEC21,38100.0,0.05,25,OI,FO,NSE,,1,66062,CE
1413,50686,BANKNIFTY,,2251.05,02DEC21,38100.0,0.05,25,OI,FO,NSE,,1,66067,PE
1414,50687,BANKNIFTY,,2154.85,02DEC21,38200.0,0.05,25,OI,FO,NSE,,1,66068,CE
1415,50688,BANKNIFTY,,2304.35,02DEC21,38200.0,0.05,25,OI,FO,NSE,,1,66069,PE
1416,50689,BANKNIFTY,,2109.55,02DEC21,38300.0,0.05,25,OI,FO,NSE,,1,66075,CE
1417,50696,BANKNIFTY,,580.0,02DEC21,38300.0,0.05,25,OI,FO,NSE,,1,66085,PE
1418,50709,BANKNIFTY,,2064.95,02DEC21,38400.0,0.05,25,OI,FO,NSE,,1,66086,CE
1419,50710,BANKNIFTY,,300.0,02DEC21,38400.0,0.05,25,OI,FO,NSE,,1,66089,PE
1420,50711,BANKNIFTY,,2021.0,02DEC21,38500.0,0.05,25,OI,FO,NSE,,1,66090,CE
1421,50724,BANKNIFTY,,2468.3,02DEC21,38500.0,0.05,25,OI,FO,NSE,,1,66387,PE
1422,50725,BANKNIFTY,,1977.8,02DEC21,38600.0,0.05,25,OI,FO,NSE,,1,66388,CE
1423,50728,BANKNIFTY,,2524.35,02DEC21,38600.0,0.05,25,OI,FO,NSE,,1,66389,PE
1424,50729,BANKNIFTY,,1935.25,02DEC21,38700.0,0.05,25,OI,FO,NSE,,1,66390,CE
1425,50730,BANKNIFTY,,2581.05,02DEC21,38700.0,0.05,25,OI,FO,NSE,,1,66391,PE
1426,50731,BANKNIFTY,,1893.35,02DEC21,38800.0,0.05,25,OI,FO,NSE,,1,66392,CE
1427,50732,BANKNIFTY,,2638.45,02DEC21,38800.0,0.05,25,OI,FO,NSE,,1,66393,PE
1428,50733,BANKNIFTY,,1852.15,02DEC21,38900.0,0.05,25,OI,FO,NSE,,1,66394,CE
1429,50734,BANKNIFTY,,2696.55,02DEC21,38900.0,0.05,25,OI,FO,NSE,,1,66395,PE
1430,50735,BANKNIFTY,,1811.65,02DEC21,39000.0,0.05,25,OI,FO,NSE,,1,66396,CE
1431,50737,BANKNIFTY,,528.25,02DEC21,39000.0,0.05,25,OI,FO,NSE,,1,66397,PE
1432,50738,BANKNIFTY,,1771.8,02DEC21,39100.0,0.05,25,OI,FO,NSE,,1,66398,CE
1433,50766,BANKNIFTY,,2814.7,02DEC21,39100.0,0.05,25,OI,FO,NSE,,1,66399,PE
1434,50771,BANKNIFTY,,1732.6,02DEC21,39200.0,0.05,25,OI,FO,NSE,,1,66400,CE
1435,50782,BANKNIFTY,,2874.75,02DEC21,39200.0,0.05,25,OI,FO,NSE,,1,66401,PE
1436,50783,BANKNIFTY,,950.55,02DEC21,39300.0,0.05,25,OI,FO,NSE,,1,66402,CE
1437,50852,BANKNIFTY,,2935.5,02DEC21,39300.0,0.05,25,OI,FO,NSE,,1,66403,PE
1438,50952,BANKNIFTY,,1656.2,02DEC21,39400.0,0.05,25,OI,FO,NSE,,1,66404,CE
1439,50953,BANKNIFTY,,2996.9,02DEC21,39400.0,0.05,25,OI,FO,NSE,,1,66405,PE
1440,50954,BANKNIFTY,,826.65,02DEC21,39500.0,0.05,25,OI,FO,NSE,,1,66406,CE
1441,50955,BANKNIFTY,,730.0,02DEC21,39500.0,0.05,25,OI,FO,NSE,,1,66407,PE
1442,50958,BANKNIFTY,,1582.35,02DEC21,39600.0,0.05,25,OI,FO,NSE,,1,66408,CE
1443,50959,BANKNIFTY,,3121.6,02DEC21,39600.0,0.05,25,OI,FO,NSE,,1,66409,PE
1444,50960,BANKNIFTY,,1546.45,02DEC21,39700.0,0.05,25,OI,FO,NSE,,1,66410,CE
1445,50961,BANKNIFTY,,3184.95,02DEC21,39700.0,0.05,25,OI,FO,NSE,,1,66411,PE
1446,50962,BANKNIFTY,,1511.1,02DEC21,39800.0,0.05,25,OI,FO,NSE,,1,66412,CE
1447,50976,BANKNIFTY,,3248.9,02DEC21,39800.0,0.05,25,OI,FO,NSE,,1,66417,PE
1448,51209,BANKNIFTY,,1476.4,02DEC21,39900.0,0.05,25,OI,FO,NSE,,1,66418,CE
1449,51240,BANKNIFTY,,3313.5,02DEC21,39900.0,0.05,25,OI,FO,NSE,,1,66419,PE
1450,51241,BANKNIFTY,,608.1,02DEC21,40000.0,0.05,25,OI,FO,NSE,,1,66420,CE
1451,51309,BANKNIFTY,,3378.7,02DEC21,40000.0,0.05,25,OI,FO,NSE,,1,66421,PE
1452,51310,BANKNIFTY,,1408.9,02DEC21,40100.0,0.05,25,OI,FO,NSE,,1,66422,CE
1453,51311,BANKNIFTY,,3444.5,02DEC21,40100.0,0.05,25,OI,FO,NSE,,1,66423,PE
1454,51312,BANKNIFTY,,1376.05,02DEC21,40200.0,0.05,25,OI,FO,NSE,,1,66424,CE
1455,51313,BANKNIFTY,,3510.9,02DEC21,40200.0,0.05,25,OI,FO,NSE,,1,66425,PE
1456,51314,BANKNIFTY,,1343.8,02DEC21,40300.0,0.05,25,OI,FO,NSE,,1,66426,CE
1457,51315,BANKNIFTY,,3577.95,02DEC21,40300.0,0.05,25,OI,FO,NSE,,1,66427,PE
1458,51316,BANKNIFTY,,466.45,02DEC21,40400.0,0.05,25,OI,FO,NSE,,1,66428,CE
1459,51317,BANKNIFTY,,3645.6,02DEC21,40400.0,0.05,25,OI,FO,NSE,,1,66429,PE
1460,51318,BANKNIFTY,,655.3,02DEC21,40500.0,0.05,25,OI,FO,NSE,,1,66430,CE
1461,51319,BANKNIFTY,,3713.8,02DEC21,40500.0,0.05,25,OI,FO,NSE,,1,66431,PE
1462,51320,BANKNIFTY,,1250.65,02DEC21,40600.0,0.05,25,OI,FO,NSE,,1,66432,CE
1463,51321,BANKNIFTY,,3782.6,02DEC21,40600.0,0.05,25,OI,FO,NSE,,1,66433,PE
1464,51322,BANKNIFTY,,1220.75,02DEC21,40700.0,0.05,25,OI,FO,NSE,,1,66434,CE
1465,51323,BANKNIFTY,,3852.0,02DEC21,40700.0,0.05,25,OI,FO,NSE,,1,66435,PE
1466,51324,BANKNIFTY,,1191.45,02DEC21,40800.0,0.05,25,OI,FO,NSE,,1,66436,CE
1467,51325,BANKNIFTY,,3921.95,02DEC21,40800.0,0.05,25,OI,FO,NSE,,1,66437,PE
1468,51326,BANKNIFTY,,1162.7,02DEC21,40900.0,0.05,25,OI,FO,NSE,,1,66438,CE
1469,51327,BANKNIFTY,,3992.45,02DEC21,40900.0,0.05,25,OI,FO,NSE,,1,66439,PE
1470,51328,BANKNIFTY,,1134.5,02DEC21,41000.0,0.05,25,OI,FO,NSE,,1,66440,CE
1471,51472,BANKNIFTY,,4063.55,02DEC21,41000.0,0.05,25,OI,FO,NSE,,1,66441,PE
1472,51473,BANKNIFTY,,1106.9,02DEC21,41100.0,0.05,25,OI,FO,NSE,,1,66442,CE
1473,51640,BANKNIFTY,,4135.2,02DEC21,41100.0,0.05,25,OI,FO,NSE,,1,66443,PE
1474,51641,BANKNIFTY,,1079.8,02DEC21,41200.0,0.05,25,OI,FO,NSE,,1,66444,CE
1475,51642,BANKNIFTY,,4207.35,02DEC21,41200.0,0.05,25,OI,FO,NSE,,1,66445,PE
1476,51643,BANKNIFTY,,1053.25,02DEC21,41300.0,0.05,25,OI,FO,NSE,,1,66446,CE
1477,51644,BANKNIFTY,,4280.1,02DEC21,41300.0,0.05,25,OI,FO,NSE,,1,66447,PE
1478,51645,BANKNIFTY,,1027.25,02DEC21,41400.0,0.05,25,OI,FO,NSE,,1,66448,CE
1479,51838,BANKNIFTY,,4353.35,02DEC21,41400.0,0.05,25,OI,FO,NSE,,1,66449,PE
1480,51843,BANKNIFTY,,1001.75,02DEC21,41500.0,0.05,25,OI,FO,NSE,,1,66450,CE
1481,52032,BANKNIFTY,,4427.1,02DEC21,41500.0,0.05,25,OI,FO,NSE,,1,66451,PE
1482,52033,BANKNIFTY,,978.55,02DEC21,41600.0,0.05,25,OI,FO,NSE,,1,66476,CE
1483,52034,BANKNIFTY,,4503.2,02DEC21,41600.0,0.05,25,OI,FO,NSE,,1,66477,PE
1484,52035,BANKNIFTY,,954.2,02DEC21,41700.0,0.05,25,OI,FO,NSE,,1,66478,CE
1485,52036,BANKNIFTY,,4578.1,02DEC21,41700.0,0.05,25,OI,FO,NSE,,1,66479,PE
1486,52037,BANKNIFTY,,930.35,02DEC21,41800.0,0.05,25,OI,FO,NSE,,1,66480,CE
1487,52038,BANKNIFTY,,4653.55,02DEC21,41800.0,0.05,25,OI,FO,NSE,,1,66487,PE
1488,21992,BANKNIFTY,,960.5,02DEC21,41900.0,0.05,25,OI,FO,NSE,,1,49315,CE
1489,21993,BANKNIFTY,,4400.1,02DEC21,41900.0,0.05,25,OI,FO,NSE,,1,49317,PE
1490,21994,BANKNIFTY,,92.3,02DEC21,42000.0,0.05,25,OI,FO,NSE,,1,49318,CE
1491,21995,BANKNIFTY,,4474.95,02DEC21,42000.0,0.05,25,OI,FO,NSE,,1,49319,PE
1492,21996,BANKNIFTY,,912.1,02DEC21,42100.0,0.05,25,OI,FO,NSE,,1,49320,CE
1493,21997,BANKNIFTY,,4550.3,02DEC21,42100.0,0.05,25,OI,FO,NSE,,1,49321,PE
1494,21998,BANKNIFTY,,888.65,02DEC21,42200.0,0.05,25,OI,FO,NSE,,1,49322,CE
1495,25320,BANKNIFTY,,4626.15,02DEC21,42200.0,0.05,25,OI,FO,NSE,,1,49323,PE
1496,23273,BANKNIFTY,,649.7,02DEC21,42300.0,0.05,25,OI,FO,NSE,,1,45323,CE
1497,23274,BANKNIFTY,,4424.5,02DEC21,42300.0,0.05,25,OI,FO,NSE,,1,45326,PE
1498,16694,BANKNIFTY,,668.25,02DEC21,42400.0,0.05,25,OI,FO,NSE,,1,46725,CE
1499,16704,BANKNIFTY,,4318.7,02DEC21,42400.0,0.05,25,OI,FO,NSE,,1,46726,PE
1500,16705,BANKNIFTY,,647.4,02DEC21,42500.0,0.05,25,OI,FO,NSE,,1,46727,CE
1501,16706,BANKNIFTY,,4397.3,02DEC21,42500.0,0.05,25,OI,FO,NSE,,1,46728,PE
1502,27123,BANKNIFTY,,636.05,02DEC21,42600.0,0.05,25,OI,FO,NSE,,1,48101,CE
1503,27134,BANKNIFTY,,4375.05,02DEC21,42600.0,0.05,25,OI,FO,NSE,,1,48102,PE
1504,39048,BANKNIFTY,,726.7,02DEC21,42700.0,0.05,25,OI,FO,NSE,,1,50336,CE
1505,39049,BANKNIFTY,,3878.55,02DEC21,42700.0,0.05,25,OI,FO,NSE,,1,50337,PE
1506,39050,BANKNIFTY,,703.65,02DEC21,42800.0,0.05,25,OI,FO,NSE,,1,50338,CE
